title,release_year,imdb_id,imdb_score
The Last Paradiso,2020,N/A_Not_Found,N/A_Not_Found
The Last Resort,2018,tt7958740,7.3
The Last Runway,2018,tt7606620,5.8
The Last Shaman,2016,tt3511124,6.6
The Last Summer,2019,tt7957694,5.6
The Last Thing He Wanted,2020,tt7456312,4.4
The Last Whistle,2019,tt8318348,5.1
The Last Word,2020,tt10506510,7.1
The Late Bloomer,2016,tt1588878,5.2
The Laundromat,2019,tt5865326,6.3
The Laws of Thermodynamics,2018,tt6053938,6.1
The Least Expected Day: Inside the Movistar Team 2019,2021,N/A_Not_Found,N/A_Not_Found
The Legacy of a Whitetail Deer Hunter,2018,tt4762824,5.5
The Legacy of the Bones,2019,tt7304802,6.4
The Legend of 420,2017,tt7027566,6.7
The Legend of Bhagat Singh,2002,tt0319736,8.1
The Legend of Bruce Lee,2008,tt1059455,6.8
The Legend of Cocaine Island,2019,N/A_Not_Found,N/A_Not_Found
The Legend of Korra,2014,tt3975894,N/A
The Legend of Michael Mishra,2016,tt3224258,4.4
The Legend of White Snake,2019,tt10628250,7.2
The Letdown,2019,N/A_Not_Found,N/A_Not_Found
The Letter for the King,2020,tt8741648,6.0
The Letter Reader,2019,tt11273976,6.7
The Liar,2013,tt3067628,N/A
The Liar and His Lover,2017,N/A_Not_Found,N/A_Not_Found
The Liberator,2020,tt9308682,7.6
The Lies Within,2019,tt10919902,7.1
The Life Ahead,2020,tt10627584,6.8
The Life of David Gale,2003,tt0289992,7.5
The Lift Boy,2020,N/A_Not_Found,N/A_Not_Found
The Light of My Eyes,2010,tt1918984,5.8
The Lighthouse of the Orcas,2016,N/A_Not_Found,N/A_Not_Found
The Lincoln Lawyer,2011,tt1189340,7.3
The Lion Woman,2016,N/A_Not_Found,N/A_Not_Found
The Little Hours,2017,tt5666304,5.8
The Little Mermaid,2018,tt5493944,4.3
The Little Nyonya,2009,N/A_Not_Found,N/A_Not_Found
The Little Prince,2015,tt1754656,7.6
The Little Switzerland,2019,tt9100028,4.9
The Little Vampire,2017,tt4729560,5.5
The Little Wars,1982,N/A_Not_Found,N/A_Not_Found
The Lives of Others,2006,tt0405094,8.4
The Lizzie Borden Chronicles,2015,tt4145760,6.9
The Lobster,2015,tt3464902,7.1
The Lodgers,2017,tt4399952,5.1
The Lonely Island Presents: The Unauthorized Bash Brothers Experience,2019,N/A_Not_Found,N/A_Not_Found
The Long Dumb Road,2018,tt4712076,6.1
The Long Goodbye: The Kara Tippetts Story,2019,tt9853992,8.0
The Long Riders,1980,tt0081071,6.9
The Longest Yard,1974,tt0071771,7.1
The Longshots,2008,tt1091751,5.6
The Look of Silence,2014,tt3521134,8.2
The Lord of the Rings: The Return of the King,2003,tt0167260,9.0
The Lord of the Rings: The Two Towers,2002,tt0167261,8.8
The Losers,2010,tt0480255,6.2
The Lost Brother,2017,tt6522634,6.5
The Lost Café,2018,tt7371662,6.3
The Lost Husband,2020,tt4257940,6.1
The Lost Okoroshi,2019,tt10888456,5.9
The Lost Pirate Kingdom,2021,tt14057360,6.6
The Loud House Movie,2021,tt6714432,6.0
The Love Affair,2015,tt4202506,6.3
The Love Guru,2008,tt0811138,3.8
The Lovebirds,2020,tt8851668,6.1
The Lovely Bones,2009,tt0380510,6.6
The Lovers,2017,tt5770620,6.1
The Lovers and the Despot,2016,N/A_Not_Found,N/A_Not_Found
The lynx,1982,tt0083012,6.4
The Machinist,2004,tt0361862,7.6
The Mad Monk,1993,tt0106538,6.2
The Magic Pill,2017,tt6035294,7.1
The Magic School Bus,1997,N/A_Not_Found,N/A_Not_Found
The Magic School Bus Rides Again,2018,N/A_Not_Found,N/A_Not_Found
The Magic School Bus Rides Again In the Zone,2020,tt13577224,6.0
The Magic School Bus Rides Again Kids In Space,2020,tt12730310,6.2
The Magic School Bus Rides Again The Frizz Connection,2020,tt13150612,5.1
The Magicians,2020,tt11446620,N/A
The Main Event,2020,tt10540242,4.8
The Making of Frozen Planet,2012,N/A_Not_Found,N/A_Not_Found
The Man Who Feels No Pain,2018,tt8055888,7.3
The Man Who Would Be Polka King,2009,tt1313047,6.2
The Man Without Gravity,2019,tt9646240,5.8
The Mansion,2017,tt7029854,4.6
The Many Faces of Ito,2017,N/A_Not_Found,N/A_Not_Found
The Married Couples,1981,tt7085732,8.1
The Mars Generation,2017,tt6333096,6.5
The Mask of Zorro,1998,tt0120746,6.8
The Massively Mixed-Up Middle School Mystery,2015,tt3521770,5.9
The Master,2012,tt1560747,7.1
The Match,2020,tt6639482,5.8
The Matrix,1999,tt0133093,8.7
The Matrix Reloaded,2003,tt0234215,7.2
The Matrix Revolutions,2003,tt0242653,6.7
The Maus,2017,tt5586362,4.4
The Mayo Clinic,2018,tt8946352,7.9
The Mayor,2017,tt6466972,5.8
The Meaning of Monty Python,2013,tt3260850,7.7
The Mechanism,2019,N/A_Not_Found,N/A_Not_Found
The Meddler,2015,tt4501454,6.3
The Memory of Water,2015,tt4341864,6.1
The Men Who Stare at Goats,2009,tt1234548,6.2
The Mess You Leave Behind,2020,tt9731242,6.8
The Messengers,2015,tt3513704,6.3
The Method,2015,tt5135336,7.3
The Meyerowitz Stories (New and Selected),2017,N/A_Not_Found,N/A_Not_Found
The Midas Touch,2013,tt3173512,5.0
The Midnight Gospel,2020,tt11639414,8.2
The Midnight Sky,2020,tt10539608,5.7
The Milk System,2017,tt7274546,7.0
The Millions,2019,tt10912990,5.5
The Mind of a Chef,2016,N/A_Not_Found,N/A_Not_Found
"The Mind, Explained",2019,tt10810430,7.9
The Minimalists: Less Is Now,2021,tt13583144,5.9
The Minimighty Kids,2012,N/A_Not_Found,N/A_Not_Found
The Minions of Midas,2020,tt10147520,6.6
The Ministry of Time,2017,N/A_Not_Found,N/A_Not_Found
The Miracle,2016,tt6703344,6.2
The Mire,2021,tt27904313,N/A
The Mirror Boy,2011,tt1730705,4.8
The Mirror Has Two Faces,1996,tt0117057,6.6
The Misadventures of Hedi and Cokeman,2021,tt13669344,4.5
The Missing Menu,2016,N/A_Not_Found,N/A_Not_Found
The Mist,2017,tt5639976,5.4
The Mistress,2012,tt2389344,6.4
The Mitchells vs. The Machines,2021,tt7979580,7.6
The Mitfords: A Tale of Two Sisters,2017,N/A_Not_Found,N/A_Not_Found
The Model,2016,tt4074364,5.7
The Mole,2001,tt0270792,7.4
The Monster,2016,tt3976144,5.4
The Monster of Mangatiti,2015,tt5016760,6.2
The Mortified Guide,2018,tt7343520,7.9
The Most Assassinated Woman in the World,2018,tt6186696,5.3
The Most Beautiful Hands of Delhi,2017,N/A_Not_Found,N/A_Not_Found
The Most Hated Woman in America,2017,tt4842646,6.1
The Most Unknown,2018,tt8126390,6.5
The Motive,2017,tt5451244,6.5
The Movies That Made Us,2021,N/A_Not_Found,N/A_Not_Found
The Mr. Peabody and Sherman Show,2017,N/A_Not_Found,N/A_Not_Found
The Muppets,2011,tt1204342,7.1
The Murder Detectives,2015,tt5232348,7.6
The Music of Silence,2017,tt3244786,6.6
The Mystic River,2020,N/A_Not_Found,N/A_Not_Found
The Naked Director,2021,N/A_Not_Found,N/A_Not_Found
The Naked Gun 2 1/2: The Smell of Fear,1991,N/A_Not_Found,N/A_Not_Found
The Naked Gun: From the Files of Police Squad!,1988,tt0095705,7.6
The Natural,1984,tt0087781,7.4
The Negro Soldier,1944,tt0139491,6.0
The Neighbor,2021,tt21810202,N/A
The Net,1995,tt0113957,6.0
The Netflix Afterparty,2021,N/A_Not_Found,N/A_Not_Found
The Netflix Afterparty: The Best Shows of The Worst Year,2020,N/A_Not_Found,N/A_Not_Found
The New Legends of Monkey,2020,N/A_Not_Found,N/A_Not_Found
The New Romantic,2018,tt7456534,5.8
The Next Karate Kid,1994,tt0110657,4.6
The Next Skin,2016,tt4034208,6.1
The Next Step,2018,N/A_Not_Found,N/A_Not_Found
The Next Three Days,2010,tt1458175,7.3
The Night Clerk,2020,tt7979142,5.6
The Night Comes for Us,2018,tt6116856,6.9
The Night Shift,2017,tt7554558,N/A
The Nineties,2017,tt5737432,8.1
The November Man,2014,tt2402157,6.3
The NSU-Complex,2016,tt5636536,6.3
The Nut Job,2014,tt1821658,5.7
The Nutcracker and the Four Realms,2018,tt5523010,5.6
The Nutty Professor,1996,tt0117218,5.7
The Nutty Professor II: The Klumps,2000,N/A_Not_Found,N/A_Not_Found
The OA,2019,N/A_Not_Found,N/A_Not_Found
The Oath,2011,tt7131686,7.9
The Occupant,2020,tt9345754,6.4
The Office (U.S.),2012,N/A_Not_Found,N/A_Not_Found
The Old Guard,2020,tt7556122,6.7
The Old Thieves: The Legend of Artegios,2007,N/A_Not_Found,N/A_Not_Found
The Old Ways,2020,tt12829958,5.4
The Ollie & Moon Show,2018,N/A_Not_Found,N/A_Not_Found
The One,2021,tt13879466,6.6
The One I Love,2014,tt2756032,7.0
The Only Mother To You All,2008,tt1099228,5.7
The Open House,2018,tt7608028,3.3
The Operative,2019,tt8000718,5.8
The Order,2020,tt11418156,N/A
The Original Kings of Comedy,2000,tt0236388,6.8
The Originals,2018,N/A_Not_Found,N/A_Not_Found
The Other,1999,tt0196355,5.9
The Other Guys,2010,tt1386588,6.7
The Other One: The Long Strange Trip of Bob Weir,2015,N/A_Not_Found,N/A_Not_Found
The Other Side of the Wind,2018,tt0069049,6.7
The Ottoman Lieutenant,2017,tt4943322,6.4
The Outcasts,2017,tt2597760,5.4
The Outlaw Josey Wales,1976,tt0075029,7.8
The Outpost,2020,N/A_Not_Found,N/A_Not_Found
The Outsider,2018,tt2011311,6.3
The Outsiders,2004,tt36057262,N/A
The Package,2018,tt7525778,5.6
The Panti Sisters,2019,tt10637682,5.6
The Paper,2018,tt11048284,N/A
The Paper Tigers,2021,N/A_Not_Found,N/A_Not_Found
The Paramedic,2020,tt11127690,5.7
The Parisian Agency: Exclusive Properties,2021,N/A_Not_Found,N/A_Not_Found
The Parkers,2003,N/A_Not_Found,N/A_Not_Found
The Parole Officer,2001,tt0283534,6.3
The Pass,2016,tt5160154,6.5
The Peacemaker,1997,tt0119874,6.0
The Pelican Brief,1993,tt0107798,6.6
The Perfect Date,2019,tt8201170,5.8
The Perfect Day,2018,tt5842330,N/A
The Perfect Dictatorship,2014,tt3970854,7.2
The Perfect Match,2017,tt9882870,7.2
The Perfect Picture: Ten Years Later,2019,tt12058774,6.0
The Perfection,2019,N/A_Not_Found,N/A_Not_Found
The Perks of Being a Wallflower,2012,tt1659337,7.9
The Phantom of the Opera,2004,tt0293508,7.2
The Pharmacist,2020,tt11600174,7.7
The Photographer Of Mauthausen,2018,tt6704776,6.7
The Physician,2013,tt2101473,7.2
The Pianist,2002,tt0253474,8.5
The Piano,1993,tt0107822,7.5
The Pink Panther,2006,tt0383216,5.7
The Pirate Fairy,2014,tt2483260,6.6
The Pirates of Somalia,2017,tt5126922,6.7
The Pirates! Band of Misfits,2012,tt1430626,6.7
The Pixar Story,2007,tt1059955,7.7
The Place Beyond the Pines,2012,tt1817273,7.3
The Plagues of Breslau,2018,tt8618118,6.0
The Plan,2015,tt5156652,7.2
The Platform,2021,tt14986738,N/A
The Playbook,2020,tt12930602,7.4
The Player,2012,tt3914450,4.6
The Players,2020,tt10168672,4.8
The Polar Express,2004,tt0338348,6.6
The Politician,2020,tt12147024,N/A
The Polka King,2018,N/A_Not_Found,N/A_Not_Found
The Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe,2017,N/A_Not_Found,N/A_Not_Found
The Present,2020,tt11474480,7.6
The President's Barber,2004,tt0406853,6.9
The Price of Success,2017,tt6194540,5.8
The Prince,2014,tt1085492,4.6
The Prince & Me,2004,N/A_Not_Found,N/A_Not_Found
The Prince of Tennis ~ Match! Tennis Juniors ~,2019,tt10097916,7.3
The Prince Who Turns into a Frog,2005,tt1454440,7.0
The Princess and the Frog,2009,tt0780521,7.2
The Princess Switch,2018,tt8954732,6.1
The Princess Switch: Switched Again,2020,tt11199410,5.4
The Princess Weiyoung,2016,tt6353308,7.8
The Prison,2017,tt6589464,6.5
The Professor and the Madman,2019,tt5932728,7.2
The Prom,2020,tt10161886,5.9
The Promise,2008,tt1795681,5.7
The Promised Neverland,2019,tt8788458,8.1
The Protector,2020,tt11806332,N/A
The Pursuit,2019,tt9153882,6.2
The Pursuit of Happyness,2006,tt0454921,8.0
The Push,2018,tt7390536,6.7
The Pyramid Code,2009,tt1806688,6.8
The Queen,2006,tt0436697,7.3
The Queen and the Conqueror,2020,tt10348700,6.6
The Queen of Flow,2018,tt8560918,7.7
The Queen's Gambit,2020,tt10048342,8.5
The Rachel Divide,2018,tt8106570,6.3
The Railway Man,2013,tt2058107,7.1
The Rain,2020,tt2075078,4.8
The Rainbow Troops,2008,N/A_Not_Found,N/A_Not_Found
The Rainmaker,1997,tt0119978,7.2
The Ranch,2020,N/A_Not_Found,N/A_Not_Found
The Rap Game,2016,tt5637842,6.0
The Rat Race,2010,N/A_Not_Found,N/A_Not_Found
The Rational Life,2021,tt14376958,7.9
The Real Football Factories,2006,tt0825947,7.5
The Real Miyagi,2015,tt2313306,7.1
The Reason I Jump,2021,N/A_Not_Found,N/A_Not_Found
The Rebound,2016,tt5116230,8.5
The Reconquest,2016,tt5900208,6.6
The Red Sea Diving Resort,2019,tt4995776,6.6
The Redeemed and the Dominant: Fittest on Earth,2017,N/A_Not_Found,N/A_Not_Found
The Rehearsal,2016,tt5820812,5.7
The Reliant,2019,tt6105774,3.3
The Remix: Hip Hop X Fashion,2019,tt10011480,7.5
The Repair Shop,2018,N/A_Not_Found,N/A_Not_Found
The Republic of Imbaba,2015,tt14690742,4.3
The Reservoir Game,2017,tt7867724,6.1
The Resistance Banker,2018,tt4610378,6.9
The Resurrection of Gavin Stone,2017,tt4902904,6.3
The Returned,2015,tt3230780,7.0
The Rezort,2016,N/A_Not_Found,N/A_Not_Found
The Ridiculous 6,2015,tt2479478,4.9
The Rift: The Dark Side of the Moon,2016,N/A_Not_Found,N/A_Not_Found
The Right One,2011,tt1994591,6.6
The Ring,2002,tt0298130,7.1
The Riot Club,2014,tt2717860,6.0
The Ripper,2020,tt13492374,7.1
The Rise of Phoenixes,2018,tt7052634,8.4
The Ritual,2018,tt9220040,N/A
The River Runner,2021,tt15293256,6.9
The River Thief,2016,tt5664502,5.2
The River Wild,1994,tt0110997,6.5
The Road to Calvary,2017,tt7620312,7.7
The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,2019,tt11151792,7.1
The Road to Love,2019,N/A_Not_Found,N/A_Not_Found
The Rolling Stones: Olé Olé Olé! A Trip Across Latin America,2016,N/A_Not_Found,N/A_Not_Found
The Roommate,2011,tt1265990,4.8
The Rope Curse 2,2020,tt13212006,4.8
The Rover,2014,tt2345737,6.4
The Royal Bengal Tiger,2014,tt3479858,6.8
The Royal Hibiscus Hotel,2017,tt7229730,5.3
The Royal House of Windsor,2017,tt6596634,7.3
The Rugrats Movie,1998,tt0134067,5.9
THE RUM DIARY,2011,tt0376136,6.1
The Runaways,2010,tt1017451,6.5
The Runner,2015,tt3687398,4.7
The Russian Revolution,2017,tt7094352,6.5
The Ruthless,2019,tt9239888,6.2
The Ryan White Story,1989,tt0098237,7.1
The Saint,2017,tt2569088,4.9
The Salvation,2014,tt2720680,6.7
The Sapphires,2012,tt1673697,7.0
The School Nurse Files,2020,tt12879522,6.3
The School of Mischief,1973,tt12406530,8.8
The Score,2001,tt0227445,6.8
The Sea of Trees,2015,tt3450900,6.1
The Search,2020,tt12364156,5.7
The Search for Life in Space,2016,tt7521400,6.4
The Secret,2006,tt0846789,5.6
The Secret Diary of an Exchange Student,2021,tt11594766,5.4
The Secret Life of Pets 2,2019,tt5113040,6.4
The Set Up,2019,tt10397734,4.2
The Seven Deadly Sins,2021,tt14727244,N/A
The Seven Deadly Sins the Movie: Prisoners of the Sky,2018,N/A_Not_Found,N/A_Not_Found
The Seven Five,2014,tt4136056,7.6
The Seventh Day,2021,tt11263022,4.6
The Seventies,2015,tt4491456,8.2
The Shadow of Violence,2020,N/A_Not_Found,N/A_Not_Found
The Shannara Chronicles,2018,N/A_Not_Found,N/A_Not_Found
The Shaukeens,2014,tt3848888,4.8
The Short Game,2013,tt2466830,7.3
The Show,2017,tt2088950,5.6
The Show Must Go On: The Queen + Adam Lambert Story,2019,tt9856280,7.8
The Siege of Jadotville,2016,tt3922798,7.2
The Sign of Venus,1955,tt0046292,6.6
The Signal,2014,tt2910814,6.0
The Silence,2019,tt7315484,5.4
The Silence of Others,2019,N/A_Not_Found,N/A_Not_Found
The Silence of the Marsh,2019,tt8743032,5.0
The Silent War,2020,N/A_Not_Found,N/A_Not_Found
The Similars,2015,tt3949658,5.8
The Sinking Of Van Der Wijck,2013,tt3418604,7.7
The Sinner,2020,tt10588592,N/A
The Skin of the Wolf,2018,N/A_Not_Found,N/A_Not_Found
The Sky Is Pink,2019,tt8902990,7.6
The Sleepover,2020,tt10888708,5.7
The Smart Money Woman,2020,tt12428002,6.7
The Smurfs,2011,tt0472181,5.4
The Smurfs 2,2013,tt2017020,5.3
The Sniffer,2017,N/A_Not_Found,N/A_Not_Found
The Snitch Cartel: Origins,2021,tt14417802,5.9
The Social Dilemma,2020,tt11464826,7.6
The Social Network,2010,tt1285016,7.8
The Society,2019,tt8778064,7.1
The Son,2019,tt10665234,5.6
The Sons of Sam: A Descent into Darkness,2021,tt13156316,7.0
The Soul,2021,tt13598976,6.6
The Sound of Your Heart,2016,tt4613520,8.1
The Sound of Your Heart: Reboot,2018,tt7885558,6.0
The Space Between Us,2016,tt6344626,8.3
The Spectacular Now,2013,tt1714206,7.0
The Speed Cubers,2020,tt12038300,7.4
The Spiderwick Chronicles,2008,tt0416236,6.5
The spiral,1978,tt0078310,6.6
The Spooky Tale of Captain Underpants Hack-a-ween,2019,tt10945060,5.9
The Spy,2019,tt5952634,7.9
The Spy Next Door,2010,tt1273678,5.5
The Spy Who Fell to Earth,2019,tt7706168,6.6
The Square,2013,tt2486682,8.0
The Squid and the Whale,2005,tt0367089,7.3
The Staircase,2018,tt7651590,N/A
The Stand at Paxton County,2020,tt8362228,6.4
The Stand-In,2020,tt9076804,N/A
The Stand-Up,2019,tt11599804,N/A
The Standups,2018,N/A_Not_Found,N/A_Not_Found
The Stanford Prison Experiment,2015,tt0420293,6.8
The Starling,2021,tt5164438,6.4
The Stepfather,2009,tt0814335,5.6
The Stolen,2016,tt6338648,N/A
The Story of God with Morgan Freeman,2017,N/A_Not_Found,N/A_Not_Found
The Story of Us with Morgan Freeman,2017,tt7492116,7.5
The Stranded,2019,tt9310400,6.2
The Strange House,2020,N/A_Not_Found,N/A_Not_Found
THE STRANGER,2020,tt9698480,7.2
The Strangers,2008,tt0482606,6.1
The Strangers: Prey at Night,2018,tt1285009,5.3
The Stronghold,2021,N/A_Not_Found,N/A_Not_Found
The Student,2017,tt5873672,4.5
The Student Cop,2004,tt0419482,6.2
The Suit,2018,tt9770124,N/A
The Sum of All Fears,2002,tt0164184,6.5
The Sunshine Makers,2015,tt4456270,7.0
The Super,2017,tt5884784,5.2
The Super Mario Bros. Super Show!,1989,tt0096707,6.3
The Super Parental Guardians,2016,tt6271110,4.4
The Surgeon's Cut,2020,tt13487106,8.4
The Surrounding Game,2018,tt3973724,6.6
The Swarm,2021,N/A_Not_Found,N/A_Not_Found
The Sweetest Thing,2002,tt0253867,5.2
The Take,2016,tt2368619,6.3
The Taking of Pelham 123,2009,tt1111422,6.4
The Talented Mr. Ripley,1999,tt0134119,7.4
The Tambour of Retribution,2021,N/A_Not_Found,N/A_Not_Found
The Tenth Man,2016,tt5446610,5.8
The Terminal,2018,tt10102376,5.3
The Texas Chainsaw Massacre,1974,tt34081214,N/A
The Theory of Everything,2014,tt2980516,7.7
The Thief and the Imbecile,2013,N/A_Not_Found,N/A_Not_Found
The Third Party,2016,tt6088634,6.1
The Three Deaths of Marisela Escobedo,2020,tt13206564,8.1
The Tiger Hunter,2016,tt3853830,6.0
The Tigers of Scotland,2017,tt6826526,6.6
The Time Machine,2002,tt0268695,6.0
The Time Traveler's Wife,2009,tt0452694,7.1
The Titan,2018,tt4986098,4.8
The Tour,2016,tt5504628,N/A
The Tourist,2010,tt1243957,6.0
The Toys That Made Us,2019,N/A_Not_Found,N/A_Not_Found
The Trader (Sovdagari),2018,N/A_Not_Found,N/A_Not_Found
The Traffickers,2016,tt5432424,7.3
The Trap,2017,tt6180656,8.1
The Tree of Blood,2018,tt6433832,6.4
The Trial,2019,tt10549212,7.2
The Trial of the Chicago 7,2020,tt1070874,7.7
The Trials of Gabriel Fernandez,2020,tt11822998,8.1
The Tribe,2018,tt6708044,5.8
The Tribes of Palos Verdes,2017,tt1507571,5.8
The Trigger Effect,1996,tt0117965,5.7
The Trip to Spain,2016,N/A_Not_Found,N/A_Not_Found
The Trust,2015,N/A_Not_Found,N/A_Not_Found
The Truth,2008,tt9233832,N/A
The Truth About Alcohol,2016,N/A_Not_Found,N/A_Not_Found
The Truth Seekers,2016,tt7131694,7.0
The Tudors,2010,tt2398167,N/A
The Tuxedo,2002,tt0290095,5.4
The Twelve,2019,tt7605396,7.4
The Twilight Saga: Breaking Dawn: Part 1,2011,tt1324999,4.9
The Twilight Saga: Breaking Dawn: Part 2,2012,tt1673434,5.6
The Twilight Saga: Eclipse,2010,tt1325004,5.1
The Twilight Saga: New Moon,2009,tt1259571,4.8
The Twilight Zone (Original Series),1963,N/A_Not_Found,N/A_Not_Found
The Twins Effect II,2004,tt0398373,4.8
The Two Popes,2019,tt8404614,7.6
The Ugly Truth,2009,tt1142988,6.4
The Ultimatum,2009,tt1682704,N/A
The Umbrella Academy,2020,tt11724212,N/A
The Unborn Child,2011,N/A_Not_Found,N/A_Not_Found
The Uncanny Counter,2020,tt13273826,8.0
The Underclass,2020,tt12665438,5.7
The Underwear,2017,tt13231272,7.0
The Unicorn,2019,tt10329028,7.2
The Universe,2009,tt1074194,7.7
The Universe: Ancient Mysteries Solved,2015,N/A_Not_Found,N/A_Not_Found
The Unknown Girl,2016,tt4630550,6.5
The Unknown Known,2013,tt2390962,7.0
The Unknown Saint,2019,tt10077998,6.5
THE UNLISTED,2019,tt9184592,6.6
The Unmarried Wife,2016,tt5755796,5.9
The Unremarkable Juanquini,2021,N/A_Not_Found,N/A_Not_Found
The Unsettling,2019,tt8680902,5.3
The Untamed,2019,tt10554898,8.7
The Untold Tales of Armistead Maupin,2017,tt6151222,7.6
The Upshaws,2021,tt10945036,7.0
The Upshaws - The Afterparty,2021,N/A_Not_Found,N/A_Not_Found
The Valhalla Murders,2020,N/A_Not_Found,N/A_Not_Found
The Vampire Diaries,2016,N/A_Not_Found,N/A_Not_Found
The Vanished,2020,tt9794630,5.7
The Vatican Tapes,2015,tt1524575,4.7
The Vault,2021,tt9742794,6.4
The Vendor,2018,tt15150348,N/A
The Victims' Game,2020,tt12079212,7.3
The Vietnam War: A Film by Ken Burns and Lynn Novick,2017,N/A_Not_Found,N/A_Not_Found
The Violin Player,2016,N/A_Not_Found,N/A_Not_Found
The Visit,2015,tt3567288,6.3
The Walking Dead,2019,tt10708060,5.3
The Walls of the Moon,2015,tt4596784,5.9
The Wandering Earth,2019,tt7605074,5.9
The War Next-door,2021,tt14821886,5.7
The War: A Film by Ken Burns and Lynn Novick,2007,N/A_Not_Found,N/A_Not_Found
The Warning,2018,tt3711510,5.9
The Water Diviner,2014,tt3007512,7.0
The Water Horse: Legend of the Deep,2007,tt1153702,6.6
The Water Man,2021,N/A_Not_Found,N/A_Not_Found
The Waterboy,1998,tt0120484,6.2
The Way of the Househusband,2021,tt13357124,7.3
The Wedding Coach,2021,tt14210424,5.1
The Wedding Curse,2006,N/A_Not_Found,N/A_Not_Found
The Wedding Guest,2018,tt7645780,5.8
The Wedding Party,2016,tt5978822,5.9
The Wedding Party 2: Destination Dubai,2017,tt7827944,4.7
The Wedding Shaman,2019,N/A_Not_Found,N/A_Not_Found
The Week Of,2018,tt6821012,5.2
The West Wing,2005,tt8017930,N/A
The White Helmets,2016,tt6073176,7.5
The White Tiger,2021,tt6571548,7.1
The Who Was? Show,2018,tt7488702,6.7
The Whole Nine Yards,2000,tt0190138,6.7
The Whole Truth,2016,tt3503406,6.2
The Wiggles,2015,tt6959492,7.2
The Willoughbys,2020,tt5206260,6.4
The Wind,2019,tt7533152,7.6
The Windsors,2020,tt12981758,7.5
The Wishing Tree,2017,tt7165322,N/A
The Witch,2015,tt4263482,7.0
The Witch Files,2018,tt4580550,4.5
The Witch: Part 1 - The Subversion,2018,tt8574252,7.1
The Witcher,2019,tt5180504,7.9
The Witcher: A Look Inside the Episodes,2020,tt12748032,7.1
The Witcher: Nightmare of the Wolf,2021,tt11657662,7.2
The Witness Who Didn't See Anything,1976,tt11540012,8.3
The Wolf's Call,2019,tt7458762,6.9
The Woman in the Window,2021,tt6111574,5.7
The Womanizer,2010,N/A_Not_Found,N/A_Not_Found
The Women and the Murderer,2021,tt15216504,6.4
The Women Who Kill Lions,2016,tt5859338,3.9
The Women's Balcony,2016,tt5974460,6.6
The Woods,2020,tt1910645,6.6
The Workshop,2017,tt6444838,6.5
The World Is Not Enough,1999,tt0143145,6.4
The World Is Yours,2018,tt6892462,6.3
The World We Make,2019,tt7643622,5.5
The World's Most Amazing Vacation Rentals,2021,tt14691382,6.8
The World's Most Extraordinary Homes,2019,N/A_Not_Found,N/A_Not_Found
The World's Most Wanted Animal,2018,N/A_Not_Found,N/A_Not_Found
The Worst Witch,2020,N/A_Not_Found,N/A_Not_Found
The Worthy,2016,tt4943218,5.1
The Writer,2019,tt10312958,6.5
The Wrong Babysitter,2017,tt6145232,3.8
The Wrong Missy,2020,tt9619798,5.8
The Yard,2019,tt11790054,N/A
The Year of Happiness and Love,2009,tt4620672,5.2
The Yeti Adventures,2018,N/A_Not_Found,N/A_Not_Found
The Yin Yang Master,2021,N/A_Not_Found,N/A_Not_Found
The Yin-Yang Master: Dream Of Eternity,2021,N/A_Not_Found,N/A_Not_Found
The Young Messiah,2016,tt1002563,5.7
The Young Offenders,2016,tt4714568,7.1
The Young Vagabond,1985,N/A_Not_Found,N/A_Not_Found
The Zookeeper's Wife,2017,tt1730768,7.0
The Zoya Factor,2019,tt8304386,4.4
Theater of Life,2016,tt5331878,6.7
Theeram,2017,tt6625254,6.3
Theeya Velai Seyyanum Kumaru,2013,N/A_Not_Found,N/A_Not_Found
"Thelonious Monk: Straight, No Chaser",1988,tt0098465,7.5
Then Came You,2019,tt10925168,N/A
Theo Von: No Offense,2016,tt5066564,5.8
Theo Who Lived,2016,tt5777992,6.8
Therapy,2020,tt14872184,2.7
There Will Be Blood,2007,tt0469494,8.2
There's Something in the Water,2019,tt10864040,6.7
They Are Everywhere,2016,N/A_Not_Found,N/A_Not_Found
They’ll Love Me When I’m Dead,2018,N/A_Not_Found,N/A_Not_Found
They've Gotta Have Us,2018,tt9268756,7.9
Thi Mai,2017,tt6126346,6.0
Thiago Ventura: POKAS,2020,tt12547440,6.8
Thieves of the Wood,2019,N/A_Not_Found,N/A_Not_Found
Thimmarusu,2021,tt13310936,7.1
Things Heard & Seen,2021,tt10962368,5.3
ThirTEEN Terrors,2014,tt5040974,6.8
This Changes Everything,2019,N/A_Not_Found,N/A_Not_Found
This Earth of Mankind,2019,tt10540024,6.9
This Evening,2017,N/A_Not_Found,N/A_Not_Found
This Is a Robbery: The World's Biggest Art Heist,2021,N/A_Not_Found,N/A_Not_Found
This Is My Love,2015,N/A_Not_Found,N/A_Not_Found
This Is Not What I Expected,2017,tt6772874,6.7
This Is Pop,2021,tt14155414,6.9
This Is the Life,2008,tt1178658,6.9
This Lady Called Life,2020,tt12282600,7.4
This Little Love Of Mine,2021,tt12546872,5.4
This Was Tomorrow,2015,tt5663752,6.2
Thithi,2015,tt4881362,8.1
